id,owner,created,modified,title,type,description,tags,snippet,categories,accessInformation,licenseInfo,culture,url,access,license,source,extent,industries
"09140118d6bb48a0b3402e1bea306aa6","OpenData_wadnr","Thu, 24 Jul 2025 21:40:02 GMT","Thu, 24 Jul 2025 21:42:19 GMT","Forest Health Aerial Survey 2015","Map Service","Every summer for approximately the past seventy years, an insect and disease aerial detection survey has been flown of all the forested acres of Washington state (except where noted in the digital data by large 'NF' (not flown) areas). This survey is a cooperative effort between the U.S. Forest Service and the WADNR with two different flight observers each sketching a two mile swath out their side of the plane. The primary mission of the survey is to record recently killed and defoliated groups of trees throughout the state, and to continually build a historical record of these trends. The vast majority of damage found is caused by insect and disease damage agents; however, trees killed by early spring feeding of black bears or by events such as winter storms, fires, floods and landslides are recorded as well. Current defoliation can be detected as soon as the affected foliage changes color that year. However, whole tree mortality is not current since only flagged trees (i.e., trees which have a bright red, orange, or yellow foliage color) are recorded. This means that trees killed the year of the survey will not have changed color yet and so a one year lag time results. Since only this distinctive color or ""signature"" of the tree can be seen. It is an educated guess as to the causal agent. We therefore use ground surveys to reinforce our estimates as much as possible. Example: When bear damage is spotted while surveying, a polygon is drawn on the map of the size and location of the damage. The polygon is then labeled with the appropriate damage agent (i.e. Bear) and the number of trees affected rounded to the nearest five. No vertical data is recorded.","WA,Washington,DNR,Department of Natural Resources,insects,disease,forest,Pacific Northwest,aerial survey,forest disturbance,Washington State,Biota,forest health,insect damage,forest insects,bugs,biota","Shows the location and intensity of forest disturbance activity including insect and disease damage on an annual, statewide level for 2015.","","This data is a result of a cooperative effort between USDA Forest Service, Region 6, Forest Health Protection and the Washington State Department of Natural Resources, Wildfire Division, Forest Health.","This digital data and metadata, (hereinafter collectively referred to as the ""information"" are provided on an ""AS IS""; ""AS AVAILABLE""; and ""WITH ALL FAULTS"" basis. Neither Department of Natural Resources nor any of its officials and employees makes any warranty of any kind for this information, express or implied, including but not limited to any warranties of merchantability or fitness for a particular purpose, nor shall the distribution of this information constitute any warranty. The information is collected from various sources and will change over time without notice. DNR and its officials and employees assume no responsibility or legal liability for the accuracy, completeness, reliability, timeliness, or usefulness of any of the information provided nor do they represent that the use of any of the information will not infringe privately owned rights. The information is not intended to constitute advice nor is it to be used as a substitute for specific advice from a licensed professional. You should not act (or refrain from acting) based upon the information without independently verifying the information and, as necessary, obtaining professional advice regarding your particular facts and circumstances. References to any specific commercial product, process, and service by trade name, trademark, or manufacturer do not constitute or imply endorsement, recommendation, or favoring by DNR and its officials and employees. IN NO EVENT WILL DNR BE LIABLE TO YOU OR ANY THIRD PARTY FOR ANY DAMAGES ARISING OUT OF THE USE OF OR INABILITY TO USE THE DIGITAL DATA, EVEN IF DNR IS ADVISED OF THE POSSIBILITY OF SUCH DAMAGES.","en-us","https://gis.dnr.wa.gov/site2/rest/services/Forest_Health/Forest_Health_Aerial_Survey_2015/MapServer","public","custom","Washington State Department of Natural Resources","607461,81878,2503701,1354839",""
"b66ad43520a94ae2966fa9bed38bd1dd","OpenData_wadnr","Thu, 30 Mar 2017 20:39:06 GMT","Thu, 24 Jul 2025 20:56:38 GMT","Forest Health Aerial Survey All","Feature Service","Every summer for approximately the past seventy years, an insect and disease aerial detection survey has been flown of all the forested acres of Washington state (except where noted in the digital data by large 'NF' (not flown) areas). This survey is a cooperative effort between the U.S. Forest Service and the WADNR with two different flight observers each sketching a two mile swath out their side of the plane. The primary mission of the survey is to record recently killed and defoliated groups of trees throughout the state, and to continually build a historical record of these trends. The vast majority of damage found is caused by insect and disease damage agents; however, trees killed by early spring feeding of black bears or by events such as winter storms, fires, floods and landslides are recorded as well. Current defoliation can be detected as soon as the affected foliage changes color that year. However, whole tree mortality is not current since only flagged trees (i.e., trees which have a bright red, orange, or yellow foliage color) are recorded. This means that trees killed the year of the survey will not have changed color yet and so a one year lag time results. Since only this distinctive color or ""signature"" of the tree can be seen. It is an educated guess as to the causal agent. We therefore use ground surveys to reinforce our estimates as much as possible. Example: When bear damage is spotted while surveying, a polygon is drawn on the map of the size and location of the damage. The polygon is then labeled with the appropriate damage agent (i.e. Bear) and the number of trees affected rounded to the nearest five. No vertical data is recorded.","WA,Washington,DNR,Department of Natural Resources,insects,disease,forest,ArcGIS,Service Definition,.sd,Pacific Northwest,aerial survey,Forest disturbance,Washington State,Biota,forest health,insect damage,forest insects","The Department of Natural Resources uses this data to describe the location and intensity of forest disturbance activity on an annual, statewide level.","","This data is a result of a cooperative effort between USDA Forest Service, Region 6, Forest Health Protection and the Washington State Department of Natural Resources, Wildfire Division, Forest Health.","This digital data and metadata, (hereinafter collectively referred to as the ""information"" are provided on an ""AS IS""; ""AS AVAILABLE""; and ""WITH ALL FAULTS"" basis. Neither Department of Natural Resources nor any of its officials and employees makes any warranty of any kind for this information, express or implied, including but not limited to any warranties of merchantability or fitness for a particular purpose, nor shall the distribution of this information constitute any warranty. The information is collected from various sources and will change over time without notice. DNR and its officials and employees assume no responsibility or legal liability for the accuracy, completeness, reliability, timeliness, or usefulness of any of the information provided nor do they represent that the use of any of the information will not infringe privately owned rights. The information is not intended to constitute advice nor is it to be used as a substitute for specific advice from a licensed professional. You should not act (or refrain from acting) based upon the information without independently verifying the information and, as necessary, obtaining professional advice regarding your particular facts and circumstances. References to any specific commercial product, process, and service by trade name, trademark, or manufacturer do not constitute or imply endorsement, recommendation, or favoring by DNR and its officials and employees. IN NO EVENT WILL DNR BE LIABLE TO YOU OR ANY THIRD PARTY FOR ANY DAMAGES ARISING OUT OF THE USE OF OR INABILITY TO USE THE DIGITAL DATA, EVEN IF DNR IS ADVISED OF THE POSSIBILITY OF SUCH DAMAGES.","en-us","https://gis.dnr.wa.gov/site2/rest/services/Forest_Health/Forest_Health_Aerial_Survey_All/MapServer/0","public","custom","Washington State Department of Natural Resources","-124.799,45.4855,-116.9061,49.0473",""
"bfade7c2303541108fa543ff96aaa536","OpenData_wadnr","Mon, 20 Mar 2017 20:13:35 GMT","Thu, 24 Jul 2025 20:10:06 GMT","WA Soils","Feature Service","For large areas, like Washington State, download as a file geodatabase. Large data sets like this one, for the State of Washington, may exceed the limits for downloading as shape files, excel files, or KML files.  For areas less than a county, you may use the map to zoom to your area and download as shape file, excel or KML, if that format is desired. Information for SOILS data layer was derived from the Private Forest Land Grading system (PFLG) and subsequent soil surveys. PFLG was a five-year mapping program completed in 1980 for the purpose of forestland taxation. It was funded by the Washington State Department of Revenue. The Department of Natural Resources, Soil Conservation Service (now known as the Natural Resources Conservation Service or NRCS), USDA Forest Service and Washington State University conducted soil mapping cooperatively following national soil survey standards. Private lands having the potential of supporting commercial forests were surveyed along with interspersed small areas of State lands, Indian tribal lands, and federal lands. Because this was a cooperative soil survey project, agricultural and non-commercial forestlands were included within some survey areas. After the Department of Natural Resources originally developed its geographic information system, digitized soil map unit delineations and a few soil attributes were transferred to the system. Remaining PFLG soil attributes were later added and are now available through associated lookup tables. SCS (NRCS) soils data on agricultural lands also have been subsequently added to this data layer. The SOILS data layer includes approximately 1,100 townships with wholly or partially digitized soils data. State and private lands which have the potential of supporting commercial forest stands were surveyed. Some Indian tribal and federal lands were surveyed. Because this was a cooperative soils survey project, agricultural and non-commercial forestlands were also included within some survey areas. After the Department of Natural Resources originally developed its geographic information system, digitized soils delineations and a few soil attributes were transferred to the system. Remaining PFLG soil attributes were added at a later time and are now available through associated lookup tables. SCS soils data on agricultural lands also have subsequently been added to this data layer. This layer includes approximately 1, 100 townships with wholly or partially digitized soils data (2,101 townships would provide complete coverage of the state of Washington).-

The soils_sv resolves one to many relationships and as such is one of those special ""DNR"" spatial views ( ie. is  implemented  similar to a feature class). Column names may not match between SOILS_SV and the originating datasets.
Use limitations

This Spatial View is available to Washingotn DNR users and those with access to the Washington State Uplands IMS site.

The following cautions only apply to one-to-many and many-to-many spatial views!
Use these in the metadata only if the SV is one-to-many or many-to-many.

CAUTIONS:
Area and Length Calculations:  Use care when summarizing or totaling area or length calculations from spatial views with one-to-many or many-to-many relationships.  One-to-many or many-to-many relationships between tabular and spatial data create multiple features in the same geometry.  In other words, if there are two or more records in the table that correspond to the same feature (a single polygon, line or point), the spatial view will contain an identical copy of that feature's geometry for every corresponding record in the table.  Area and length calculations should be performed carefully, to ensure they are not being exaggerated by including copies of the same feature's geometry.

Symbolizing Spatial Features:  
Use care when symbolizing data in one-to-many or many-to-many spatial views.  If there are multiple attributes tied to the same feature, symbolizing with a solid fill may mask other important features within the spatial view.  This can be most commonly seen when symbolizing features based on a field with multiple table records.  

Labeling Spatial Features:
Spatial views with one-to-many or many-to-many relationships may present duplicate labels for those features with multiple table records.  This is because there are multiple features in the same geometry, and each one receives a label. Soils Metadata","Washington,WA,Soils,soil survey,PFLG,Agriculture,Biota","This data can be used for determining a variety of soils information that was derived from the Private Forest Land Grading system and subsequent soil surveys.  See Description and Metadata for more information.","","WA Department of Natural Resources, Land Management Division","Disclaimer Use must comply with agency license agreement which can be viewed at: http://www.dnr.wa.gov/dataandmaps/nfoaov12-09-03.html The Washington State Department of Natural Resources (DNR) provides these geographic data ""as is."" DNR makes no guarantee or warranty concerning the accuracy of information contained in the geographic data. DNR further makes no warranties, either expressed or implied as to any other matter whatsoever, including, without limitation, the condition of the product, or its fitness for any particular purpose. The burden for determining fitness for use lies entirely with the user. Although these data have been processed successfully on computers of DNR, no warranty, expressed or implied, is made by DNR regarding the use of these data on any other system, nor does the fact of distribution constitute or imply any such warranty. In no event shall the DNR have any liability whatsoever for payment of any consequential, incidental, indirect, special, or tort damages of any kind, including, but not limited to, any loss of profits arising out of use of or reliance on the geographic data or arising out of the delivery, installation, operation, or support by DNR. Security classification system: WA ISB, Information Technology Security Standards, Policy 401-S4 S ecurity classification: Public Security handling description: Data Category 1 - Public Information: Public information is information that can be or currently is released to the public. It does not need protection from unauthorized disclosure, but does need integrity and availability protection controls. (Washington State Information Services Board, Information Technology Security Standards, Policy 401-S4, http://isb.wa.gov/policies/401S.doc).","en-us","https://gis.dnr.wa.gov/site2/rest/services/Public_Forest_Practices/WADNR_PUBLIC_FP_Soils/MapServer/0","public","custom","Washington State Department of Natural Resources","0,0,0,0",""
"8d3c77d5f9f845b1aa308cfdda081b61","OnlineMapSupport_WSDOT","Thu, 24 Jul 2025 18:31:22 GMT","Thu, 24 Jul 2025 19:46:46 GMT","WSDOT - Pavement Needs","Feature Service","This data set contains preservation needs for the pavement assets in the state of Washington. These needs are defined by the type of work that needs to be done in order to meet the preservation program requirements. This data is a combination of existing pavement need requirements from the Washington State Preservation Management System (WSPMS) and the Capital Program Development and Management (CPDM) office. The data is up to date as of July 2025. Attribute descriptions are as follows: Need Category: The asset type in which the need is for. Sub Category: The type of need associated with asset. Type of Work: The work needed. Estimated Cost: The estimated cost of the need in dollars. For pavement this is determined by the length and sub category. Need Description: A description of the need, more detailed than the type of work. Need ID: The ID tag for the need. Need Year: The year the need is due.","WSDOT,DOT,Washington,State,WA,Department,Transportation,Bridge,Resiliency,Open,Data,Rdwy Infr,Plnng,Prjcts","The purpose of this data is to provide preservation needs for pavement assets throughout the state of Washington. This layer will be updated on a quarterly basis. ","/Categories/Planning,/Categories/Roadway Infrastructure","Washington State Department of Transportation","For Planning use only. The Washington State Department of Transportation (WSDOT) shall not be liable for any activity involving the use of the data, including, but not limited to, lost profits or savings or any other economic or consequential damages. Nor does the WSDOT warrant the fitness of the data for use for a particular purpose, or the installation of the data, its use, or the results obtained. To the fullest extent permitted by law, the Data User shall hold harmless, defend at its own expense, and indemnify WSDOT, its officers, employees, agents, and volunteers, against any and all liability, claims, losses, damages, or expenses, including reasonable attorney’s fees, arising from all acts or omissions of the Data User or its officers, agents, or employees in its use of the WSDOT data.","english (united states)","https://data.wsdot.wa.gov/arcgis/rest/services/Shared/WSDOTProjectNeedsData/FeatureServer/2","public","custom","WSDOT Online Map Center","-124.674393,45.504794,-116.861321,49.042512",""
"806cf4a9a8f0414cb6b46c12c92da3d3","OnlineMapSupport_WSDOT","Thu, 24 Jul 2025 18:31:20 GMT","Thu, 24 Jul 2025 18:53:48 GMT","WSDOT - Bridge Preservation Photo Points","Feature Service","This data set contains preservation need photos for the bridge assets in the state of Washington. These needs are defined by the type of work that needs to be done in order to meet the preservation program requirements. The photos and locations are collected by the WSDOT Bridge Office and have been included as point data to showcase each location. Bridge need and descriptions are included to describe each photo. This data is up to date as of July 2025.","WSDOT,DOT,Washington,State,WA,Department,Transportation,Bridge,Resiliency,Open,Data,Rdwy Infr,Plnng","This layer contains location of photos taken throughout the state of Washington showcasing bridge needs. This layer will be updated quarterly.","/Categories/Planning,/Categories/Roadway Infrastructure","Washington State Department of Transportation","For Planning use only. The Washington State Department of Transportation (WSDOT) shall not be liable for any activity involving the use of the data, including, but not limited to, lost profits or savings or any other economic or consequential damages. Nor does the WSDOT warrant the fitness of the data for use for a particular purpose, or the installation of the data, its use, or the results obtained. To the fullest extent permitted by law, the Data User shall hold harmless, defend at its own expense, and indemnify WSDOT, its officers, employees, agents, and volunteers, against any and all liability, claims, losses, damages, or expenses, including reasonable attorney’s fees, arising from all acts or omissions of the Data User or its officers, agents, or employees in its use of the WSDOT data.","english (united states)","https://data.wsdot.wa.gov/arcgis/rest/services/Shared/WSDOTProjectNeedsData/FeatureServer/0","public","custom","WSDOT Online Map Center","-124.370551,45.535495,-117.16364,48.942264",""
"2616a513c8ef4c9d8a67cc1f8309c4c8","OnlineMapSupport_WSDOT","Thu, 24 Jul 2025 18:31:16 GMT","Thu, 24 Jul 2025 18:53:40 GMT","WSDOT - Bridge Needs","Feature Service","This data set contains preservation needs for the bridge assets in the state of Washington. These needs are defined by the type of work that needs to be done in order to meet the preservation program requirements. This data is a combination of existing bridge need requirements from the WSDOT Bridge Office and the Capital Program Development and Management (CPDM) office. The data is up to date as of July 2025.","WSDOT,DOT,Washington,State,WA,Department,Transportation,Bridge,Resiliency,Open,Data,Rdwy Infr,Plnng","The purpose of this data is to provide preservation needs for bridge assets throughout the state of Washington. This layer will be updated on a quarterly basis. ","/Categories/Planning,/Categories/Roadway Infrastructure","Washington State Department of Transportation","For Planning use only. The Washington State Department of Transportation (WSDOT) shall not be liable for any activity involving the use of the data, including, but not limited to, lost profits or savings or any other economic or consequential damages. Nor does the WSDOT warrant the fitness of the data for use for a particular purpose, or the installation of the data, its use, or the results obtained. To the fullest extent permitted by law, the Data User shall hold harmless, defend at its own expense, and indemnify WSDOT, its officers, employees, agents, and volunteers, against any and all liability, claims, losses, damages, or expenses, including reasonable attorney’s fees, arising from all acts or omissions of the Data User or its officers, agents, or employees in its use of the WSDOT data.","english (united states)","https://data.wsdot.wa.gov/arcgis/rest/services/Shared/WSDOTProjectNeedsData/FeatureServer/1","public","custom","WSDOT Online Map Center","-124.626985,45.508604,-116.862722,49.018968",""
"4a7d52138d1c405e81c1fcd53d94901d","OnlineMapSupport_WSDOT","Tue, 22 Jul 2025 18:22:52 GMT","Wed, 23 Jul 2025 20:35:11 GMT","WSDOT - Historic Bridges","Feature Service","The bridges represented in this data have been nominated, determined eligible, or recommended eligible for listing in the National Register of Historic Places (NRHP). This data is not static. The Washington State Department of Transportation (WSDOT) began evaluating bridges for historical significance in 1979 and has updated this data periodically since that date. WSDOT revisits these evaluations ad hoc, depending upon project needs, a bridge’s type, and the duration since the previous evaluation. As bridges are lost to replacement, new materials and technology advance bridge engineering, and new historical context emerges, a bridge’s historic (cultural and/or engineering) significance may change, thereby resulting in changes to the NRHP eligibility status of some bridges. Bridge locations are represented as lines on or adjacent to state or local routes in Washington. This data layer does not include all NRHP eligible or listed bridges in Washington State. This data layer includes locally owned historic bridges in Washington that have been identified through a WSDOT Local Agencies-funded project but does not include all locally or privately owned historic bridges, nor those owned by other state or federal agencies, and should not be assumed to be a comprehensive list of all historic bridges in Washington State. This list is subject to change. If you have any questions, please contact WSDOT Historian Kelsey Matson at kelsey.matson@wsdot.wa.gov.","WSDOT,DOT,Washington,State,WA,Department,Transportation,Open,Data,Rdwy Clss,Hstrc","The bridges represented in this data have been nominated, determined eligible, or recommended eligible for listing in the National Register of Historic Places (NRHP). This data layer is for planning purposes only and is not intended to represent an official record of features of historical significance. It was created to inform WSDOT staff, partner agency staff, and the public of the locations of bridges that have been nominated, determined eligible for listing in, or are recommended eligible for listing in the National Register of Historic Places.","/Categories/Historic,/Categories/Roadway Infrastructure,/Categories/Roadway Classification","","For Planning use only. The Washington State Department of Transportation (WSDOT) shall not be liable for any activity involving the use of the data, including, but not limited to, lost profits or savings or any other economic or consequential damages. Nor does the WSDOT warrant the fitness of the data for use for a particular purpose, or the installation of the data, its use, or the results obtained. To the fullest extent permitted by law, the Data User shall hold harmless, defend at its own expense, and indemnify WSDOT, its officers, employees, agents, and volunteers, against any and all liability, claims, losses, damages, or expenses, including reasonable attorney’s fees, arising from all acts or omissions of the Data User or its officers, agents, or employees in its use of the WSDOT data. If you are having trouble viewing the service, please contact OnlineMapSupport@wsdot.wa.gov.","english (united states)","https://data.wsdot.wa.gov/arcgis/rest/services/Shared/HistoricBridges/FeatureServer/0","public","custom","Washington State Department of Transportation","-124.249876,45.610475,-117.038114,48.971728",""
"26add7da921d4aa68ccb50ce191c6182","mlowry_DNMP","Tue, 07 May 2019 22:32:03 GMT","Mon, 21 Jul 2025 23:29:27 GMT","Washington Licensed Cow Milk Dairy Farms","Feature Service","Washington State Department of Agriculture regulates dairy farm compliance with state water quality and food safety law. This includes regular inspections of dairy production fields and facilities. The milking facilities, which generally represent the heart of the operation, are mapped for internal and public use. This dataset includes all active cow dairy milking facilities. The data are updated quarterly. The dataset includes information about the spatial distribution of dairies in Washington State and information about each business itself. Pursuant to WAC 16-06-210, some information is expressed in ranges to meet non-disclosure requirements. The following is a description of the attributes included with the WA Dairies dataset:

Field
Description

AG ID
The agency given identification number assigned at the initial licensing of the dairy.

Facility Size
This is a general summary of the farm size. For DNMP purposes, size is determined by mature (milking + dry) animal numbers; with a dairy herd of up to 199 animals being a Small, 200-699 being medium, and 700 or greater being Large.

Business Name
The name which appears on the milking license.

Site Address
The street address of the farm milking facility (not the business mailing address).

Site City
The city wherein lies the milking facility.

County
The county wherein lies the milking facility.

DNMP Region
The Dairy Nutrient Management Program Region wherein lies the milking facility.

CAFO Status
This field denotes whether or not the dairy milking license has an associated Confined Animal Feeding Operation (CAFO) permit.

CAFO ID
The permit identification number for the associated dairy.

Range Current Acres
The current and approximate acreage of land application or farming production land associated with the dairy.

Range Current Milking
The current and approximate number of milking animals currently in rotation.

Range Current Dry
The current and approximate number of mature dry animals currently in rotation.

Range Current Heifers
The current and approximate number of heifers (ages 6 months old to fresh) currently in rotation.

Range Current Calves
The current and approximate number of calves (ages 0 to 6 months) currently in rotation.

Latitude (WGS84)
Latitude Datum World Geodetic System 1984

Longitude (WGS84)
Longitude Datum World Geodetic System 1984

WRIA
The Water Resources Inventory Area (WRIA) wherein lies the milking facility.

Conservation District
The Conservation District serving the dairy business.

DNMA Status
Indicates whether the dairy is currently licensed and is regulated under food safety laws and dairy nutrient management act requirements.","Dairy,Agriculture,Washington State","This layer contains information and site locations for licensed grade A cow milk dairy milking facilities in Washington State. The data were last updated on July 21st, 2025.","/Categories/Farm facility and infrastructure,/Categories/Property tracking","","","en-us","https://services3.arcgis.com/ikVUj9YUYY9keza1/arcgis/rest/services/WA_Dairies_2019_OCIO/FeatureServer","public",,"mlowry_DNMP","-124.85719489817592,45.496180686745014,-116.83717536692824,49.04276343211047",""
"38c6f8aa8d1f44d7994bdb0dd084752e","mlowry_DNMP","Wed, 11 Dec 2024 16:45:24 GMT","Mon, 21 Jul 2025 23:28:43 GMT","Washington Licensed Cow Milk Dairy Farms","Web Mapping Application","Washington State Department of Agriculture regulates dairy farm compliance with state water quality and food safety law. This includes regular inspections of dairy production fields and facilities. The milking facilities, which generally represent the heart of the operation, are mapped for internal and public use. The WA Dairies dataset showcased in this app includes all active cow dairy milking facilities. The data are updated quarterly and includes information about the spatial distribution of dairies in Washington State and about each business itself. Pursuant to WAC 16-06-210, some information is expressed in ranges to meet non-disclosure requirements. The following is a description of the attributes included with the WA Dairies dataset: Field Description AG ID The agency given identification number assigned at the initial licensing of the dairy. Business Name The name which appears on the milking license. CAFO ID The permit identification number for the associated dairy. CAFO Status This field denotes whether or not the dairy milking license has an associated Confined Animal Feeding Operation (CAFO) permit. Conservation District The Conservation District serving the dairy business. County The county wherein lies the milking facility. DNMA Status Indicates whether the dairy is currently licensed and is regulated under food safety laws and dairy nutrient management act requirements. DNMP Region The Dairy Nutrient Management Program Region wherein lies the milking facility. Facility Size This is a general summary of the farm size. For DNMP purposes, size is determined by mature (milking + dry) animal numbers; with a dairy herd of up to 199 animals being a Small, 200-699 being medium, and 700 or greater being Large. Latitude (WGS84) Latitude Datum World Geodetic System 1984 Longitude (WGS84) Longitude Datum World Geodetic System 1984 Range Current Acres The current and approximate acreage of land application or farming production land associated with the dairy. Range Current Calves The current and approximate number of calves (ages 0 to 6 months) currently in rotation. Range Current Dry The current and approximate number of mature dry animals currently in rotation. Range Current Heifers The current and approximate number of heifers (ages 6 months old to fresh) currently in rotation. Range Current Milking The current and approximate number of milking animals currently in rotation. Site Address The street address of the farm milking facility (not the business mailing address). Site City The city wherein lies the milking facility. WRIA The Water Resources Inventory Area (WRIA) wherein lies the milking facility.","Agriculture,Dairy,Washington State","This app contains information and site locations for licensed grade A cow milk dairy milking facilities in Washington State.","","","","en-us","https://nras.maps.arcgis.com/apps/instant/sidebar/index.html?appid=38c6f8aa8d1f44d7994bdb0dd084752e","public",,"mlowry_DNMP","-125.079346,45.529441,-116.795654,49.145784",""
"1343be7f68ac4e31bb0aef89bf5f45d7","OnlineMapSupport_WSDOT","Thu, 17 Jul 2025 23:36:13 GMT","Mon, 21 Jul 2025 17:49:07 GMT","WSDOT - Legacy State Highways","Feature Service","When a recent state law (RCW 47.04.380) referenced “legacy state transportation facilities” WSDOT quickly realized that we did not have a geospatial dataset that documented the location, dates, and former names of our legacy State Highways. Using old county and state maps, right-of-way maps, data from our internal bridge information system, and articles from old department newsletters, we have mapped about 2500 miles of former state highways. This dataset does not include information for roads that are no longer open to traffic. This dataset presents current roadways within Washington State that were formerly designated by the State of Washington as State Roads, Primary State Highways, Secondary State Highways, State Routes, or US Highways and is authored by the Washington State Department of Transportation GIS and Roadway Data Office. Updates will occur as needed.","WSDOT,DOT,Washington,State,WA,Department,Transportation,Open,Data,Rdwy Clss,Hstrc","Current roadways within Washington State that were formerly designated by the State of Washington as State Roads, Primary State Highways, Secondary State Highways, State Routes, or US Highways. ","/Categories/Historic,/Categories/Roadway Infrastructure,/Categories/Roadway Classification","Washington State Department of Transportation","For Planning use only. The Washington State Department of Transportation (WSDOT) shall not be liable for any activity involving the use of the data, including, but not limited to, lost profits or savings or any other economic or consequential damages. Nor does the WSDOT warrant the fitness of the data for use for a particular purpose, or the installation of the data, its use, or the results obtained. To the fullest extent permitted by law, the Data User shall hold harmless, defend at its own expense, and indemnify WSDOT, its officers, employees, agents, and volunteers, against any and all liability, claims, losses, damages, or expenses, including reasonable attorney’s fees, arising from all acts or omissions of the Data User or its officers, agents, or employees in its use of the WSDOT data.","english (united states)","https://data.wsdot.wa.gov/arcgis/rest/services/Shared/LegacyStateHighways/FeatureServer/0","public","custom","WSDOT Online Map Center","-125.5,45.5,-117,49",""
"61554d36e0d94796b6048d6511446f0d","WADOHAdmin","Mon, 22 Apr 2024 15:09:19 GMT","Thu, 17 Jul 2025 22:02:52 GMT","Shellfish Water Bodies","Feature Service","Marine water bodies in Washington State. This layer is only updated as needed.","shellfish,USA,water,marine,Washington,WA,Puget Sound,SSMap","Divides up the marine waters into separate water bodies. This dataset is used in the Office of Shellfish and Water Protection to organize data and communicate issues.","","DOH","Neither the Washington State Department of Health (WADOH), nor any agency, officer, or employee of the WADOH warrants the accuracy, reliability or timeliness of any information published by this system, nor endorses any content, viewpoints, products, or services linked from this system, and shall not be held liable for any losses caused by reliance on the accuracy, reliability, or timeliness of such information. Portions of such information may be incorrect or not current. Any person or entity who relies on any information obtained from this system does so at their own risk.","en-us","https://services8.arcgis.com/rGGrs6HCnw87OFOT/arcgis/rest/services/ShellfishWaterBodies/FeatureServer","public","custom","Washington State Department of Health","-124.848976,46.265437,-122.130531,49.09116",""
"adb6195348d24046985f13c189234a35","WADOHAdmin","Tue, 01 Apr 2025 20:43:04 GMT","Thu, 17 Jul 2025 22:00:13 GMT","Shellfish Polluted Areas","Feature Service","Non-parcel areas that are permanently or temporarily closed for shellfish harvesting.  Also displayed on the Commercial Shellfish Map Viewer here: https://fortress.wa.gov/doh/oswpviewer/index.html This layer is only updated as needed.","DOH,Health,Shellfish,SSMap","Non-parcel areas that are permanently or temporarily closed for shellfish harvesting.","/Categories/Shellfish,/Categories/Water,/Categories/Cat. 1 Data (Public),/Categories/Sampling","DOH","Neither the Washington State Department of Health (WADOH), nor any agency, officer, or employee of the WADOH warrants the accuracy, reliability or timeliness of any information published by this system, nor endorses any content, viewpoints, products, or services linked from this system, and shall not be held liable for any losses caused by reliance on the accuracy, reliability, or timeliness of such information. Portions of such information may be incorrect or not current. Any person or entity who relies on any information obtained from this system does so at their own risk.","en-us","https://services8.arcgis.com/rGGrs6HCnw87OFOT/arcgis/rest/services/Shellfish_Polluted_Areas_view/FeatureServer","public","custom","Washington State Department of Health","-122.94330203697778,47.1729097326847,-122.4952415954094,48.70272515293115",""
