id,owner,created,modified,title,type,description,tags,snippet,categories,accessInformation,licenseInfo,culture,url,access,license,source,extent,industries
"b2f6f444d407465dbb2eda6662556855","SAflaki@ddot.dc.gov_DCGIS","Fri, 29 Dec 2023 14:29:40 GMT","Mon, 25 Aug 2025 14:50:14 GMT","Anacostia Metrorail Pedestrian Bridge","Hub Site Application","Create your own initiative by combining existing applications with a custom site. Use this initiative to form teams around a problem and invite your community to participate.","Hub Site,ward8,awi,awi-project,ward8a,under development","The Anacostia Metro Pedestrian Bridge project includes the design of a pedestrian bridge between the south entrance site at the Anacostia Metrorail Station and the Barry Farm development.","","","null","en-us","https://anacostiametro-pedbridge.ddot.dc.gov","public","custom","City of Washington, DC","-77.22575918267448,38.78665888899387,-76.8125353547214,39.0008619580066",""
"492ed2ac07c64d30a250ad80e638fff0","DCGISopendata","Fri, 07 May 2021 18:26:28 GMT","Mon, 25 Aug 2025 14:14:20 GMT","Public Safety","Hub Page","We are building a safer, stronger DC by making investments in our public safety agencies, doubling down on community policing efforts while increasing accountability. DO NOT DELETE OR MODIFY THIS ITEM. This item is managed by the ArcGIS Hub application. To make changes to this page, please visit https://DCGIS.hub.arcgis.com:/overview/edit.","opendata.dc.gov,public safety","We are building a safer, stronger DC by making investments in our public safety agencies, doubling down on community policing efforts while increasing accountability. ","/Categories/Safety","https://opendata.dc.gov","This work is licensed under a Creative Commons Attribution 4.0 International License.","en-us",,"public","CC-BY-4.0","City of Washington, DC","-77.22575918267839,38.786658888995845,-76.81253535472528,39.00086195800861",""
"5c359f8ebdf24d22a1f840d64c5cc540","DCGISopendata","Fri, 24 May 2024 18:04:20 GMT","Mon, 25 Aug 2025 03:58:35 GMT","Stop Data","Feature Service","The accompanying data cover all MPD stops including vehicle, pedestrian, bicycle, and harbor stops for the period from January 1, 2023 – December 31, 2024. A stop may involve a ticket (actual or warning), investigatory stop, protective pat down, search, or arrest. If the final outcome of a stop results in an actual or warning ticket, the ticket serves as the official documentation for the stop. The information provided in the ticket include the subject’s name, race, gender, reason for the stop, and duration. All stops resulting in additional law enforcement actions (e.g., pat down, search, or arrest) are documented in MPD’s Record Management System (RMS). This dataset includes records pulled from both the ticket (District of Columbia Department of Motor Vehicles [DMV]) and RMS sources. Data variables not applicable to a particular stop are indicated as “NULL.” For example, if the stop type (“stop_type” field) is a “ticket stop,” then the fields: “stop_reason_nonticket” and “stop_reason_harbor” will be “NULL.” Each row in the data represents an individual stop of a single person, and that row reveals any and all recorded outcomes of that stop (including information about any actual or warning tickets issued, searches conducted, arrests made, etc.). A single traffic stop may generate multiple tickets, including actual, warning, and/or voided tickets. Additionally, an individual who is stopped and receives a traffic ticket may also be stopped for investigatory purposes, patted down, searched, and/or arrested. If any of these situations occur, the “stop_type” field would be labeled “Ticket and Non-Ticket Stop.” If an individual is searched, MPD differentiates between person and property searches. Please note that the term property in this context refers to a person’s belongings and not a physical building. The “stop_location_block” field represents the block-level location of the stop and/or a street name. The age of the person being stopped is calculated based on the time between the person’s date of birth and the date of the stop. There are certain locations that have a high prevalence of non-ticket stops. These can be attributed to some centralized processing locations. Additionally, there is a time lag for data on some ticket stops as roughly 20 percent of tickets are handwritten. In these instances, the handwritten traffic tickets are delivered by MPD to the DMV, and then entered into data systems by DMV contractors. On August 1, 2021, MPD transitioned to a new version of its current records management system, Mark43 RMS. Beginning January 1, 2023, fields pertaining to the bureau, division, unit, and PSA (if applicable) of the officers involved in events where a stop was conducted were added to the dataset. MPD’s Records Management System (RMS) captures all members associated with the event but cannot isolate which officer (if multiple) conducted the stop itself. Assignments are captured by cross-referencing officers’ CAD ID with MPD’s Timesheet Manager Application. These fields reflect the assignment of the officer issuing the Notice of Infraction (NOIs) and/or the responding officer(s), assisting officer(s), and/or arresting officer(s) (if an investigative stop) as of the end of the two-week pay period for January 1 – June 30, 2023 and as of the date of the stop for July 1, 2023 and forward. The values are comma-separated if multiple officers were listed in the report. For Stop Type = Harbor and Stop Type = Ticket Only, the officer assignment information will be in the NOI_Officer fields. For Stop Type = Ticket and Non-Ticket the officer assignments will be in both NOI Officer (for the officer that issued the NOI) and RMS_Officer fields (for any other officer involved in the event, which may also be the officer who issued the NOI). For Stop Type = Non-Ticket, the officer assignment information will be in the RMS_Officer fields. Null values in officer assignment fields reflect either Reserve Corps members, who’s assignments are not captured in the Timesheet Manager Application, or members who separated from MPD between the time of the stop and the time of the data extraction. Finally, MPD is conducting on-going data audits on all data for thorough and complete information. Figures are subject to change due to delayed reporting, on-going data quality audits, and data improvement processes.","arrest,crime,dc,dc gis,district of columbia,force,mpd,officer contact,police,public safety,safety,stop incidents,Stop incident data,washington dc","In July 2019, the Metropolitan Police Department (MPD) implemented new data collection methods that enabled officers to collect more comprehensive information about each police stop in an aggregated manner. More specifically, these changes have allowed for more detailed data collection on stops, protective pat down (PPDs), searches, and arrests. (For a complete list of terms, see the glossary on page 2.) These changes support data collection requirements in the Neighborhood Engagement Achieves Results Amendment Act of 2016 (NEAR Act).","/Categories/Safety/Crimes and Incidents","Metropolitan Police Department","This work is licensed under a Creative Commons Attribution 4.0 International License .","en-us","https://maps2.dcgis.dc.gov/dcgis/rest/services/DCGIS_DATA/Public_Safety_WebMercator/MapServer/41","public","CC-BY-4.0","Metropolitan Police Department","-77.13,38.78,-76.9,39.01",""
"3d2160f404de4792965ac5bb1abbc158","DCGISopendata","Tue, 30 Aug 2022 15:28:01 GMT","Fri, 22 Aug 2025 16:35:10 GMT","ReadyDC","Hub Site Application","Our mission is to increase DC community members' and visitors’ capacity to prevent, protect against, respond to, and recover from major emergencies. Whether it’s a natural hazard like a flood, an act of terrorism, or a technological hazard such as a chemical explosion, there are four things every person can do to be prepared.","Hub Site,emergency preparedness","There are four things every person can do to be prepared for any emergency: 1) build an emergency kit, 2) create an emergency plan, 3) check in on your neighbors, and 4) stay informed. Learn more about how to get prepared with ReadyDC.","/Categories/Safety/Emergency Planning","Homeland Security and Emergency Management Agency","This work is licensed under a Creative Commons CC0 1.0 Universal.","en-us","https://ready.dc.gov","public","CC0-1.0","City of Washington, DC","-77.18524709771093,38.786658888992555,-76.89081294260949,39.00086195800526",""
"70a190248b4f4d9ca8b7c0f2b8c72790","DCGISopendata","Thu, 21 Aug 2025 18:54:26 GMT","Thu, 21 Aug 2025 18:59:12 GMT","Pipeline Contractor Awarded Engagments Archive","Feature Service","The District of Columbia's IT Pipeline Contract vehicle allowed all the District public-sector organizations to hire contractors. It streamlined and standardized IT procurement utilizing an open network of IT staffing suppliers to meet the diverse IT needs of the District. This provided a one-stop shop and contract processes to quickly engage needed resources for DC agency programs, and provide requisite support for the duration of the contract position. This data is an archive of the IT Pipeline Contract from FY22 to FY24. In FY25 the District moved to using STaR2 Contracting. Search for STaR2 on opendata.dc.gov .","washington dc,district of columbia,dc,OCTO,hiring,employment,procurement,staffing,government operations,contracts,awarded engagements","Archived data identifying awarded contracts via the IT Pipeline Contract vehicle that allowed all the District government's public-sector organizations to hire contractors.","/Categories/Government Operations/Contracts and Procurement","Office of the Chief Technology Officer","This work is licensed under a Creative Commons Attribution 4.0 International License .","en-us","https://services.arcgis.com/neT9SoYxizqTHZPH/arcgis/rest/services/PipelineContractorAwardedEngagmentsArchive/FeatureServer","public","CC-BY-4.0","Office of the Chief Technology Officer","-77.250828,38.775238,-76.794209,39.013055",""
"ef60104751344e1fa3c30b0ea878668e","ra_WDCEP","Tue, 22 Aug 2023 12:45:34 GMT","Thu, 21 Aug 2025 16:24:32 GMT","Washington, DC : A University District","StoryMap","The Washington, DC metropolitan area is a mecca of education institutions, home to more than 75 colleges & universities. These schools enroll more than 400,000 students (larger than City of Tampa’s population1) and produce more than 100,000 graduates on an annual basis providing a substantial workforce pipeline.2 Situated in close proximity to the federal government and the headquarters of 18 Fortune 500 companies, DC offers unparalleled opportunities for graduates to engage with the federal government and organizations of global significance. These anchors, along with DC’s quality of life, attract a constant flow of students and alumni from major colleges and universities.","","The Washington, DC metropolitan area is home to 75+ colleges & universities, enrolling more than 400,000 students.","","","","en-us","https://storymaps.arcgis.com/stories/ef60104751344e1fa3c30b0ea878668e","public",,"Washington, DC Economic Partnership","",""
"8e0d83506b894d00ad6192d2f9e7d192","glejano@ddot.dc.gov_DCGIS","Tue, 02 Aug 2022 20:10:12 GMT","Thu, 21 Aug 2025 15:51:51 GMT","DC Smart Street Lights","Hub Site Application","The DC Smart Street Lighting Project will modernize streetlights in the District of Columbia by converting them to LED technology with remote monitoring and control capabilities. LEDs better direct light onto the road, sidewalks, and trails, all helping to improve safety and advance the District’s Vision Zero goals. The project increases the city’s sustainability efforts by reducing streetlight energy consumption by more than 50 percent, eliminating 38,000 tons of greenhouse gas emissions each year.","Hub Site","The DC Smart Street Lighting project provides DC residents with a cost efficient, environmentally friendly lighting solution for more than 75,000 streetlights in our streets and alleyways.","/Categories/Environment/Energy","District Department of Transportation","This work is licensed under a Creative Commons Attribution 4.0 International License.","en-us","https://streetlights.dc.gov","public","CC-BY-4.0","City of Washington, DC","-77.13595999999997,38.78637000000007,-76.92795999999997,38.994370000000075",""
"1ccc62cbd73b4cddbf045bf368b4989b","DCGISopendata","Tue, 26 Mar 2019 15:29:14 GMT","Tue, 19 Aug 2025 18:51:53 GMT","SUD and MHRS Provider Contact List","Feature Service","The Department of Behavioral Health ensures that high quality mental health services are available to District residents through a rigorous certification program conducted by the Office of Accountability. DBH certifies a provider to deliver services that support individual recovery with qualified, culturally competent staff in a safe facility. A provider also must comply with local and federal rules and regulations. Only a certified provider is eligible to participate in the District’s public behavioral health system. Services include diagnostic assessment, medication, counseling, and community support.","DBH,District of Columbia,mental health rehabilitative services,MHRS,substance use disorder,SUD,Washington DC","Community-based mental health and substance use service providers.","/Categories/Health and Human Services,/Categories/Safety/Rehabilitation Correctional","Department of Behavioral Health","This work is licensed under a Creative Commons Attribution 4.0 International License .","en-us","https://maps2.dcgis.dc.gov/dcgis/rest/services/DCGIS_DATA/Public_Service_WebMercator/MapServer/66","public","CC-BY-4.0","Office of the Chief Technology Officer","-77.13,38.78,-76.9,39.01",""
"17d73d958f8247e19a4885a4d8bce9dd","DCGISopendata","Thu, 05 Jun 2025 19:25:37 GMT","Mon, 18 Aug 2025 18:47:13 GMT","Parking Violations Issued in May 2025","Feature Service","Parking citation locations in the District of Columbia. The Vision Zero data contained in this layer pertain to parking violations issued by the District of Columbia's Metropolitan Police Department (MPD) and partner agencies with the authority. For example, the District Department of Transportation's (DDOT) traffic control officers write parking violations to prevent congestion through enforcement and control at intersections. Parking violation locations are summarized ticket counts based on time of day, week of year, year, and category of violation. Data was originally downloaded from the District Department of Motor Vehicle's eTIMS meter work order management system. Data was exported into DDOT’s SQL server, where the Office of the Chief Technology Officer (OCTO) geocoded citation data to the street segment level. Data was then visualized using the street segment centroid coordinates.","transportation,DDOT,Vision Zero,VZ,DPW,DMV,dc,washington dc,MPD,police,enforcement,parking,citation,parking violation,parking enforcement,district of columbia","Data contained in this layer pertains to parking citations issued by parking enforcement of various DC agencies and federal partners.","/Categories/Transportation/Enforcement","Department of Motor Vehicles","This work is licensed under a Creative Commons Attribution 4.0 International License.","en-us","https://maps2.dcgis.dc.gov/dcgis/rest/services/DCGIS_DATA/Violations_Parking_2025/MapServer/4","public","CC-BY-4.0","District Department of Transportation","-77.12999999999869,38.77999999999934,-76.8999999999987,39.00999999999933",""
"1ec48ed11b5649a6b9b8981d1ff31700","DCGISopendata","Mon, 18 Aug 2025 17:51:58 GMT","Mon, 18 Aug 2025 18:41:33 GMT","Parking Violations Issued in July 2025","Feature Service","Parking citation locations in the District of Columbia. The Vision Zero data contained in this layer pertain to parking violations issued by the District of Columbia's Metropolitan Police Department (MPD) and partner agencies with the authority. For example, the District Department of Transportation's (DDOT) traffic control officers write parking violations to prevent congestion through enforcement and control at intersections. Parking violation locations are summarized ticket counts based on time of day, week of year, year, and category of violation. Data was originally downloaded from the District Department of Motor Vehicle's eTIMS meter work order management system. Data was exported into DDOT’s SQL server, where the Office of the Chief Technology Officer (OCTO) geocoded citation data to the street segment level. Data was then visualized using the street segment centroid coordinates.","transportation,DDOT,Vision Zero,VZ,DPW,DMV,dc,washington dc,MPD,police,enforcement,parking,citation,parking violation,parking enforcement,district of columbia","Data contained in this layer pertains to parking citations issued by parking enforcement of various DC agencies and federal partners.","/Categories/Transportation/Enforcement","Department of Motor Vehicles","This work is licensed under a Creative Commons Attribution 4.0 International License .","en-us","https://maps2.dcgis.dc.gov/dcgis/rest/services/DCGIS_DATA/Violations_Parking_2025/MapServer/6","public","CC-BY-4.0","District Department of Transportation","-77.13,38.78,-76.9,39.01",""
"67eebf4195264886be48740cede944ee","DCGISopendata","Mon, 18 Aug 2025 15:24:34 GMT","Mon, 18 Aug 2025 15:28:10 GMT","Public School Facility Location History","Feature Service","Pursuant to D.C. Official Code § 38-2803, the Mayor of the District of Columbia is required to prepare a 10-year Master Facilities Plan for public education facilities and additional annual supplements. As part of this, the Office of the Deputy Mayor for Education collects and updates information about public school facilities in active use and the public schools that occupy them. This dataset contains historic data on public school facilities from SY13-14 to SY25-26 and serves as a record of change of the public school ecosystem over this period. For each year contained in the dataset, users can explore the number of Local Education Agencies (LEA) and Schools as well as their locations and, for District of Columbia Public Schools (DCPS), where they were located during modernization projects.","washington dc,district of columbia,dc,dcps,public charter,pcsb,public school,facilities,school facilities,district of columbia public schools,public charter school board","This dataset contains the facility locations of all public schools (DCPS and Public charter) each school year from SY2013-14.","/Categories/Education/School Facility","Office of the Deputy Mayor for Education","This work is licensed under a Creative Commons Attribution 4.0 International License .","en-us","https://maps2.dcgis.dc.gov/dcgis/rest/services/DCGIS_DATA/Education_WebMercator/MapServer/10","public","CC-BY-4.0","City of Washington, DC","-77.13,38.78,-76.9,39.01",""
"6c4b4d7960314bf58fbf5e1622f58963","stephen.lehrter@dc.gov_DCGIS","Tue, 16 Aug 2016 16:00:29 GMT","Thu, 14 Aug 2025 15:23:22 GMT","DC Business Incentives Map-Lookup","Web Mapping Application","The District of Columbia offers a wide variety of incentives for businesses looking to locate or expand their business in the nation’s capital. Locate the geographic areas in the city that offer incentives for Enterprise Zones, Hub Zones, Supermarket Tax Credit Zones and more. As the District’s lead economic agency, the Office of the Deputy Mayor for Planning & Economic Development encourages businesses to pursue those incentives and programs that best fit their business. Agency Website.","business incentives,dmped,economic,tax credit,HUB,great streets,high tech zone,supermarket,district of columbia,washington dc,dc,business,incentives","The District of Columbia offers a wide variety of incentives for businesses looking to locate or expand their business in the nation’s capital. Locate the geographic areas in the city that offer incentives.","","https://dmped.dc.gov","This work is licensed under a Creative Commons Attribution 4.0 International License.","en-us","https://dcgis.maps.arcgis.com/apps/InformationLookup/index.html?appid=6c4b4d7960314bf58fbf5e1622f58963","public","CC-BY-4.0","City of Washington, DC","-77.15040635009747,38.807825772172656,-76.87162827392596,38.97403815685387",""
"85bf98d3915f412c8a4de706f2d13513","DCGISopendata","Fri, 05 Jan 2018 14:17:31 GMT","Thu, 14 Aug 2025 13:44:25 GMT","Basic Business Licenses","Feature Service","In order to operate legally in District of Columbia, most businesses must get a Basic Business License (BBL) from the Department of Licensing and Consumer Protection (DLCP). The Basic Business License (BBL) Program streamlines District of Columbia business licensing procedures. The BBL groups licenses by the type of business activity and regulatory approvals required.","Basic Business License,bbl,commercial regulatory,District of Columbia,economic,Feeds,livedataset,Washington DC,DLCP","Issued business licenses in the following categories: all housing licenses, motor vehicle sales, service and repair, and home improvement contractors.","/Categories/Business Economy,/Categories/Live Datasets,/Categories/Business Economy/Licensing","Department of Licensing and Consumer Protection","This work is licensed under a Creative Commons Attribution 4.0 International License.","en-us","https://maps2.dcgis.dc.gov/dcgis/rest/services/FEEDS/DCRA/FeatureServer/0","public","CC-BY-4.0","Department of Licensing and Consumer Protection","-77.114115,38.813484,-76.909917,38.994901",""
"a9ac9f8d9d1546e8bd6610b48cb29810","DCGISopendata","Wed, 29 Apr 2015 17:24:50 GMT","Thu, 14 Aug 2025 13:18:33 GMT","Basic Business License in Last 30 Days","Feature Service","In order to operate legally in District of Columbia, most businesses must get a Basic Business License (BBL) from the Department of Licensing and Consumer Protection (DLCP). The Basic Business License (BBL) Program streamlines District of Columbia business licensing procedures. The BBL groups licenses by the type of business activity and regulatory approvals required.","Basic Business License,bbl,commercial regulatory,District of Columbia,economic,Feeds,livedataset,Washington DC,DLCP","Issued business licenses in the following categories: all housing licenses, motor vehicle sales, service and repair, and home improvement contractors.","/Categories/Business Economy/Licensing,/Categories/Live Datasets","Department of Licensing and Consumer Protection","This work is licensed under a Creative Commons Attribution 4.0 International License .","english (united states)","https://maps2.dcgis.dc.gov/dcgis/rest/services/FEEDS/DCRA/FeatureServer/1","public","CC-BY-4.0","Department of Licensing and Consumer Protection","-77.114115,38.813484,-76.909917,38.994901",""
"10e58174831e49a2aebaa129cc1c3bd5","DCGISopendata","Wed, 29 Apr 2015 17:25:06 GMT","Wed, 13 Aug 2025 17:34:27 GMT","Sex Offender Registry","Feature Service","Sex Offender work and home locations, created as part of the DC Geographic Information System (DC GIS) for the D.C. Office of the Chief Technology Officer (OCTO) and participating D.C. government agencies. If users want to obtain more information about sex offenders, they should go to the Sex Offender Mapping Application (https://sexoffender.dc.gov/) and download the “More Details” PDF. Data provided by the Court Services and Offender Supervision Agency identified sex offender registry providing location at the block level. https://www.csosa.gov/.","cdw,Court Services and Offender Supervision Agency,Crime,csosa,District of Columbia,Feeds,Metropolitan Police Department,Open Data,Sex Offenders,Washington DC,livedataset","Data provided by the Court Services and Offender Supervision Agency identified sex offender registry providing location at the block level.","/Categories/Safety","https://mpdc.dc.gov/; https://www.csosa.gov/","This work is licensed under a Creative Commons Attribution 4.0 International License.","english (united states)","https://maps2.dcgis.dc.gov/dcgis/rest/services/FEEDS/MPD/FeatureServer/20","public","CC-BY-4.0","D.C. Office of the Chief Technology Officer","-77.18868683715796,38.79798481827977,-76.85566376586934,39.03572580514065",""
